year,type,country,activity,sex,fatal,species,especies
1923,Unprovoked,australia,Swimming,M,Y,unknown,
1923,Invalid,cuba,seaplane Columbus ditched in the sea,M,Unknown,"atkins' remains were recovered from a dusky shark, c. obscurus, by capt. w. f. young, shark fisherman",
1923,Boat,usa,Fishing,M,N,unknown,
1923,Unprovoked,philippines,Unknown,M,Y,unknown,
1923,Provoked,usa,Hoisting shark aboard fishing boat,M,N,unknown,
1922,Provoked,usa,Hoisting shark aboard fishing boat,M,N,unknown,
1922,Unprovoked,usa,Bathing,F,Y,unknown,
1922,Unprovoked,australia,Bathing in 3' to 4' of water,M,Y,"m [] ""blue"" shark",
1922,Unprovoked,barbados,Fishing,M,Y,unknown,
1922,Invalid,australia,Sailing,M,Unknown,shark involvement prior to death unconfirmed,
1922,Unprovoked,usa,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,N,unknown,
1922,Unprovoked,england,Swimming ,M,Y,unknown,
1922,Boat,usa,Fishing,Unknown,N,"""a pack of sharks""",
1922,Unprovoked,usa,Unknown,M,N,unknown,
1922,Unprovoked,usa,Floating,F,Y,m [] shark,
1922,Unprovoked,jamaica,Swimming,M,Y, shark,
1922,Unprovoked,south africa,Swimming,M,N,"white shark, , identity confirmed by tooth fragment, witness and photograph of captured shark ",white shark
1922,Unprovoked,australia,Swimming,M,Y,unknown,
1922,Unprovoked,jamaica,Fishing,M,N,unknown,
1922,Unprovoked,jamaica,Standing,F,Y,m [] shark later captured by mitchell-hedges,
1922,Unprovoked,australia,Bathing in knee-deep water,M,Y,"white shark, m [] ",white shark
1922,Invalid,australia,Swimming,M,Unknown,shark involvement prior to death unconfirmed,
1922,Unprovoked,australia,Swimming,M,Y,white shark,white shark
1922,Unprovoked,iraq,Bathing,M,Y,unknown,
1922,Unprovoked,australia,Swimming ,M,Y,unknown,
1922,Unprovoked,australia,Standing,M,N,grey nurse shark?,nurse shark
1922,Unprovoked,australia,Surfing,M,Y,unknown,
1921,Unprovoked,australia,Swimming,M,N,unknown,
1921,Unprovoked,australia,Fell from his father's back into the water,M,Y,unknown,
1921,Unprovoked,australia,"Wading to dinghy, carrying his son",M,N,unknown,
1921,Unprovoked,fiji,Swimming,Unknown,Y,unknown,
1921,Unprovoked,australia,Diving for beche-de-mer ,M,N,unknown,
1921,Unprovoked,australia,Diving for beche-de-mer,M,Y,unknown,
1921,Provoked,england,Fishing,M,N,"blue shark,  ",blue shark
1921,Unprovoked,australia,Unknown,M,N,unknown,
1921,Unprovoked,philippines,Swimming,M,Y,unknown,
1921,Unprovoked,cuba,Fell overboard,M,Y,unknown,
1921,Invalid,philippines,Unknown,Unknown,Unknown,questionable,
1920,Unprovoked,australia,Wading,M,N, to  shark,
1921,Unprovoked,haiti,Dived into a school of baitfish,M,Y,comrades saw shark's tail appear about  away,
1920,Unprovoked,australia,Standing,M,N, to  dog shark,
1920,Sea Disaster,philippines,The coastwise steamer San Basilio capsized in a typhoon,M,Y,unknown,
1920,Invalid,usa,Swimming ,M,Unknown,questionable,
1920,Unprovoked,australia,Diving for trochus shell,M,N,unknown,
1920,Unprovoked,usa,Swimming ,M,N,unknown,
1920,Provoked,canada,Harpooned shark,Unknown,N,,
1920,Unprovoked,australia,"Boat capsized, swimming to shore",M,N,unknown,
1920,Unprovoked,australia,Diving,M,N,unknown,
1920,Unprovoked,south africa,Floating face down,F,N,unknown,
1920,Unprovoked,australia,Free diving,M,Y,unknown,
1920,Unprovoked,australia,Swimming ,M,Y,unknown,
1920,Unprovoked,jamaica,Jumped overboard,M,Y,unknown,
1920,Unprovoked,new zealand,Unknown,F,N,unknown,
1920,Unprovoked,south africa,Splashing,M,N,unknown,
1919,Unprovoked,australia,Swimming,M,N,unknown,
1919,Unprovoked,australia,Swimming,M,Y,unknown,
1919,Unprovoked,australia,Sitting in a boat,M,N,unknown,
1919,Unprovoked,costa rica,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,Y,unknown,
1919,Unprovoked,usa,Swimming,M,N,unknown,
1919,Unprovoked,usa,"""Swimming vigorously""",M,N,unknown,
1919,Unprovoked,usa,Knocked into the water,M,Y,"m [], lb shark. shark caught & its jaw exhibited at the carnegie museum",
1919,Invalid,australia,Cutter capsized,M,Unknown,shark involvement prior to death unconfirmed,
1919,Unprovoked,australia,Swimming,M,N,m to m [ to ]  shark,
1919,Unprovoked,new zealand,Swimming,F,N,unknown,
1919,Unprovoked,australia,Wading,M,Y, shark,
1919,Unprovoked,australia,Wading (shrimping),M,Y,unknown,
1919,Boat,italy,Fishing,M,N, shark,
1919,Unprovoked,usa,Swimming,F,N,unknown,
1918,Unprovoked,usa,Fishing,M,Y,unknown,
1918,Sea Disaster,san domingo,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,Y,"tiger sharks, m to m [ to ] ",
1918,Unprovoked,australia,Bathing,M,Y,unknown,
1918,Unprovoked,australia,Surfing,M,N, shark,
1918,Unprovoked,australia,Diving,M,N,unknown,
1917,Unprovoked,australia,Swimming,M,N,unknown,
1917,Unprovoked,mozambique,Wreck of the tug Magellan,M,Y,unknown,
1917,Unprovoked,usa,"Swimming, towing an empty barrel",M,N,unknown,
1917,Provoked,usa,Stuffing a shark into an automobile,M,N, shark,
1917,Unprovoked,panama,Swimming to shore from the Medic,M,Y,unknown,
1917,Unprovoked,usa,Diving,M,Y,unknown,
1917,Sea Disaster,ireland,Ship Mariston torpedoed & sunk,M,Y,unknown,
1917,Unprovoked,usa,Swimming beside launch,M,N,unknown,
1917,Unprovoked,philippines,Swimming,M,Y,unknown,
1917,Unprovoked,kuwait,Diving for pearls,M,N,unknown,
1917,Unprovoked,libya,Diving for sponges,M,N,unknown,
1916,Unprovoked,australia,Bathing,M,N,unknown,
1916,Unprovoked,australia,Taking wife to beach & about 1 m from the shore,M,Y,unknown,
1916,Unprovoked,australia,Swimming 10 m from shore,F,N,unknown,
1916,Provoked,panama,Unknown,M,N,unknown,
1916,Unprovoked,australia,Swimming,M,Y,unknown,
1916,Unprovoked,australia,Bathing,M,Y,unknown,
1916,Provoked,usa,"Fishing, attempted to take a netted shark",M,Y,unknown,
1916,Unprovoked,usa,Netting shrimp,M,N,unknown,
1916,Unprovoked,usa,Fishing,M,N,unknown,
1916,Invalid,usa,Swimming,F,Unknown,unknown,
1916,Unprovoked,usa,Swimming,M,N,unknown,
1916,Unprovoked,usa,Swimming,M,N,said to involve a m [] shark,
1916,Unprovoked,usa,Swimming (recovering remains of Stilwell) ,M,Y,m [] shark,
1916,Unprovoked,usa,Swimming,M,Y,unknown,
1916,Sea Disaster,bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,Y,unknown,
1916,Unprovoked,spain,Diving,M,N,unknown,
1916,Unprovoked,philippines,Bathing,M,N,unknown,
1916,Unprovoked,usa,Swimming,M,Y,thought to involve a m [] white shark,white shark
1916,Unprovoked,usa,Swimming,M,Y,thought to involve a m [] white shark,white shark
1916,Unprovoked,usa,Swimming,M,N,unknown,
1916,Unprovoked,atlantic ocean,Jumped overboard from Norwegian steamship Venator,M,Y,unknown,
1916,Provoked,usa,Unknown,M,N,unknown,
1916,Unprovoked,australia,Swimming,M,Y,unknown,
1916,Unprovoked,australia,Clinging to overturned rowing boat,M,Y,unknown,
1916,Unprovoked,australia,Bathing,M,N,unknown,
1915,Unprovoked,australia,Diving,M,N,unknown,
1915,Unprovoked,australia,Bathing,M,N,unknown,
1915,Unprovoked,australia,Bathing,M,N,unknown,
1915,Unprovoked,usa,Unknown,M,N,unknown,
1915,Unprovoked,mexico,Fishing,M,Y,unknown,
1915,Unprovoked,mexico,Wading,M,Y,unknown,
1915,Invalid,egypt,Fell overboard,M,Unknown,shark involvement prior to death unconfirmed,
1915,Unprovoked,australia,Skin diving for trepang but at surface next to the boat,M,N,m [] shark,
1915,Unprovoked,australia,Swimming,M,N,unknown,
1915,Invalid,new zealand,Fishing,M,Unknown,shark involvement prior to death unconfirmed,
1915,Unprovoked,australia,Bathing,M,Y,unknown,
1915,Invalid,usa,Unknown,M,Unknown,"reported to involve a m [] shark, possibly a white shark",white shark
1914,Unprovoked,australia,Swimming,M,N,unknown,
1914,Sea Disaster,samoa,Copra vessel with 19 on board was wrecked in a squall,F,N,unknown,
1914,Unprovoked,jamaica,Fell overboard,M,Y,"a  shark known as ""old tom""",
1914,Unprovoked,usa,Swimming,M,Y,unknown,
1914,Unprovoked,croatia,Washing clothes,F,N,m [] shark,
1914,Provoked,usa,Fishing,M,N,unknown,
1914,Unprovoked,croatia,Unknown,M,N,m shark,
1914,Boat,montenegro,Fishing boat,M,N,unknown,
1914,Unprovoked,australia,Bathing,M,Y,unknown,
1914,Sea Disaster,new caledonia,Swimming ashore from swamped 13-ft boat,M,Y,unknown,
1914,Provoked,usa,Fishing,F,N, shark,
1914,Invalid,usa,Swimming,M,Unknown,shark involvement prior to death unconfirmed,
1914,Sea Disaster,guyana,Boat swamped,M,Y,unknown,
1914,Unprovoked,usa,Washed into sea while picking opihi & attacked by 2 large sharks ,M,Y,unknown,
1914,Unprovoked,australia,Wading,M,N,said to involve a tiger shark,tiger shark
1914,Unprovoked,australia,Canoeing,M,N,unknown,
1914,Unprovoked,australia,Wading,F,N,unknown,
1914,Unprovoked,south africa,Unknown,F,Unknown,unknown,
1913,Provoked,usa,Fishing for mackerel,Unknown,N, shark,
1913,Sea Disaster,cuba,Unknown,M,Y,unknown,
1913,Unprovoked,nigeria,Boat swamped,M,Y,unknown,
1913,Unprovoked,australia,Swimming,M,N,unknown,
1913,Unprovoked,usa,Unknown,M,N,said to involve a m [] hammerhead shark,hammerhead shark
1913,Provoked,croatia,Unknown,M,N,m shark,
1913,Invalid,usa,Unknown,M,Unknown,shark involvement prior to death unconfirmed,
1913,Invalid,usa,Unknown,F,Unknown,shark involvement prior to death unconfirmed,
1913,Invalid,italy,Unknown,Unknown,Unknown,shark involvement prior to death unconfirmed,
1913,Unprovoked,usa,Unknown,M,Y,unknown,
1913,Unprovoked,costa rica,Swimming,M,Y,unknown,
1913,Provoked,usa,Fishing,M,N,unknown,
1913,Provoked,australia,Hauling in net,M,N,unknown,
1913,Unprovoked,samoa,Unknown,M,N,unknown,
1913,Unprovoked,australia,Diving,M,N,tiger shark ,tiger shark
1913,Unprovoked,reunion,Swimming after his hat,M,Y,unknown,
1913,Unprovoked,reunion,Swimming,M,Y,unknown,
1913,Unprovoked,australia,Unknown,M,N,unknown,
1912,Sea Disaster,philippines,Swimming from foundered vessel,F,Y,unknown,
1912,Unprovoked,usa,Swimming,M,Y,unknown,
1912,Unprovoked,usa,Swimming,M,N, shark,
1912,Unprovoked,solomon islands,Bathing,M,Y,unknown,
1912,Invalid,south africa,Unknown,M,Unknown,shark involvement prior to death unconfirmed,
1912,Unprovoked,new zealand,Swimming,M,N,unknown,
1912,Provoked,australia,Hard hat diving,M,N,unknown,
1912,Unprovoked,australia,Swimming,M,N,unknown,
1912,Unprovoked,new caledonia,Swimming,M,N,unknown,
1912,Unprovoked,australia,Swimming,M,Y,m [] whaler shark captured days later with his remains in its gut,
1912,Unprovoked,fiji,Washed overboard,M,Y,unknown,
1912,Unprovoked,australia,Unknown,M,N,"c. macrurus captured hours after attack with tissue removed from man in its gut; species identified by g.p. whitley,  reported as c. obscurus by  r. steel",
1912,Unprovoked,australia,Bathing,M,Y,unknown,
1912,Unprovoked,spain,Fell into the water,M,Y,white shark,white shark
1911,Invalid,usa,Unknown,M,Unknown,shark involvement prior to death unconfirmed,
1911,Unprovoked,usa,Fell overboard from steamship Rio Grande,M,Y,unknown,
1911,Unprovoked,australia,Diving,M,N,unknown,
1911,Unprovoked,usa,Jumped overboard to rescue companion,M,Y,unknown,
1911,Unprovoked,usa,Fell overboard & swimming,M,Y,unknown,
1911,Unprovoked,usa,Bathing,M,N,unknown,
1911,Unprovoked,spain,Bathing,M,Y,unknown,
1911,Provoked,usa,Fishing,M,N,unknown,
1911,Unprovoked,south africa,Bathing,M,Y,unknown,
1911,Provoked,usa,Fishing,M,N, shark,
1911,Unprovoked,south africa,Swimming,M,Y,unknown,
1911,Boat,new zealand,Fishing,Unknown,N,unknown,
1911,Unprovoked,australia,Swimming,M,Y,unknown,
1911,Sea Disaster,australia,3-masted steel barque Glenbank foundered during a cyclone,M,N,unknown,
1911,Unprovoked,usa,Swimming,M,N,unknown,
1911,Unprovoked,new zealand,Fishing,M,Y,unknown,
1910,Invalid,croatia,Unknown,M,Unknown,questionable,
1910,Sea Disaster,australia,Shipwrecked pearling schooner,M,Y,unknown,
1910,Provoked,north atlantic ocean,Fishing,M,N,angel shark,
1910,Unprovoked,australia,Bathing,M,N,said to involve   blue shark,blue shark
1910,Unprovoked,mexico,Swimming,M,N,unknown,
1910,Sea Disaster,mozambique,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Unknown,Y,unknown,
1910,Invalid,usa,"Unknown, their unoccupied yawlboat was recovered",M,Unknown,shark involvement prior to death unconfirmed,
1910,Unprovoked,panama,Fell overboard from USS cruiser Tacoma,M,Y,unknown,
1910,Unprovoked,new zealand,Swimming,M,N, shark,
1910,Invalid,usa,"Hard hat diving, laying some charge of powder",M,Unknown,invalid,
1910,Unprovoked,australia,Surf bathing,M,N, to  shark,
1910,Unprovoked,australia,Unknown,M,Y,unknown,
1910,Invalid,usa,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,Unknown,shark involvement prior to death unconfirmed,
1910,Unprovoked,philippines,Swimming,M,Unknown,m [] shark,
1909,Unprovoked,usa,Unknown,M,N,unknown,
1909,Unprovoked,australia,Fell overboard,M,Y,unknown,
1909,Provoked,australia,Fishing,M,N, shark,
1909,Sea Disaster,indonesia,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,Unknown,Y,unknown,
1909,Provoked,usa,Seine netting,M,N, shark,
1909,Unprovoked,usa,Fell overboard from fishing schooner Halycon,M,Y,unknown,
1909,Unprovoked,usa,Fell overboard while fishing for sharks,M,N,unknown,
1909,Unprovoked,usa,Swimming,M,N,unknown,
1909,Unprovoked,mexico,Bathing,F,Y,unknown,
1909,Unprovoked,south africa,Unknown,M,Y,foot shark,
1909,Sea Disaster,australia,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,Y,unknown,
1909,Provoked,spain,Fishing,M,N,unknown,
1909,Invalid,usa,Reported swept away by waves while gathering opihi,F,Unknown,questionable,
1909,Unprovoked,tunisia,Diving (Helmet) for sponges,M,Y,unknown,
1909,Sea Disaster,south africa,Wreck of the 1308-ton Norwegian ship Auckland,F,Y,unknown,
1909,Invalid,unknown,Jumped overboard ,M,Unknown,questionable,
1909,Invalid,italy,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",Unknown,Unknown,shark involvement prior to death was not confirmed,
1909,Unprovoked,australia,Unknown,Unknown,N,unknown,
1908,Unprovoked,south africa,Swimming,M,Y,unknown,
1908,Unprovoked,mexico,Swimming ashore from capsized boat,M,Y,unknown,
1908,Unprovoked,australia,Fell from the jetty,M,Y,remains recovered from sharks,
1908,Unprovoked,usa,On fishing boat & trailing hand in the water,M,N,unknown,
1908,Unprovoked,spain,Fell overboard from P&O steamship Arabia,M,Y,unknown,
1908,Invalid,spain,Unknown,Unknown,Unknown,questionable,
1908,Unprovoked,croatia,Boating,F,Y,"species unknown, possible white shark",white shark
1908,Unprovoked,egypt,The 168-ton Belmore foundered in heavy seas,M,Y,unknown,
1908,Sea Disaster,usa,The British steamer Caribbee foundered,M,Y,unknown,
1908,Sea Disaster,papua new guinea,.,Unknown,Y,allegedly a foot shark,
1908,Sea Disaster,indonesia,native boats sunk in storm,F,Y,unknown,
1908,Invalid,usa,Unknown,M,Unknown,questionable,
1908,Unprovoked,usa,Gathering fish stunned by dynamite,M,Y,unknown,
1907,Unprovoked,australia,Bathing,M,Y,bull shark,bull shark
1907,Unprovoked,australia,Bathing,M,Y,unknown,
1907,Unprovoked,china,Fishing,M,N,shark involvement probable,
1907,Unprovoked,china,Fishing,M,Y,shark involvement probable,
1907,Unprovoked,australia,Bathing,M,N,unknown,
1907,Invalid,haiti,Reached out to disentangle rope & fell overboard,M,Unknown,invalid,
1907,Unprovoked,usa,"Diving, retrieving fish caught in net ",M,N,unknown,
1907,Invalid,england,Swimming,M,Unknown,questionable,
1907,Unprovoked,croatia,Swimming,F,Y,unknown,
1907,Unprovoked,croatia,Swimming,F,Y,unknown,
1907,Unprovoked,croatia,Swimming,M,Y,unknown,
1907,Unprovoked,usa,Wading,M,N,unknown,
1907,Unprovoked,croatia,Swimming,F,Y,unknown,
1907,Invalid,australia,.,M,Unknown,questionable,
1907,Unprovoked,usa,Floating in creek,M,N,m [] shark,
1907,Unprovoked,mexico,Bathing,M,N,unknown,
1907,Unprovoked,usa,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,Y,unknown,
1907,Unprovoked,malta,Fishing,M,Y,"white shark, m ",white shark
1907,Unprovoked,philippines,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",M,N,unknown,
1907,Unprovoked,new zealand,Standing,M,Y,unknown,
1907,Unprovoked,australia,Bathing,M,Y,unknown,
1907,Unprovoked,vietnam,Fishing,M,N,unknown,
1907,Unprovoked,usa,"Net fishing, fell into the water",M,Y,unknown,
1906,Unprovoked,jamaica,Fishing,M,N,unknown,
1906,Unprovoked,usa,Unknown,M,N,unknown,
1906,Unprovoked,usa,Swimming,M,Y,unknown,
1906,Unprovoked,usa,Diving,M,N,unknown,
1906,Unprovoked,usa,Swimming,M,Y,unknown,
1906,Unprovoked,indonesia,Swimming,M,N,unknown,
1906,Unprovoked,indonesia,Swimming,M,Y,unknown,
1906,Unprovoked,australia,Swimming,M,Y,unknown,
1906,Provoked,usa,Fishing,M,N,"shortfin mako shark, lb ",mako shark
1906,Unprovoked,yemen,Diving around anchored liner,M,N,unknown,
1906,Unprovoked,usa,Fell overboard,M,Y,remains recovered days later,
1906,Unprovoked,usa,Swimming,M,Y,fishermen recovered partial remains from shark a week later,
1906,Invalid,mozambique,Unknown,M,Unknown,questionable,
1906,Unprovoked,indonesia,Hard hat diving,M,Y,unknown,
1906,Provoked,australia,Shooting sharks ,M,N, shark,
1906,Unprovoked,australia,Diving for beche-de-mer ,M,Y,unknown,
1906,Sea Disaster,indonesia,The schooner Tahitienne foundered in a hurricane,M,Y,unknown,
1906,Invalid,australia,.,M,Unknown,questionable,
1906,Invalid,new zealand,Swimming,M,Unknown,questionable,
1906,Unprovoked,australia,Bathing,M,Y,unknown,
1906,Unprovoked,south africa,Washing horses,M,Y,m to m [ to ] shark,
1905,Unprovoked,south africa,Floating or standing,M,Y,m [] shark,
1905,Invalid,australia,Bathing,M,Unknown,shark involvement not confirmed,
1905,Unprovoked,australia,Swimming,M,Y,unknown,
1905,Provoked,usa,Fishing,M,N,unknown,
1905,Invalid,egypt,Human head found in shark caught by British steamer Syria,M,Unknown,"tiger shark, m",tiger shark
1905,Unprovoked,usa,Swimming from naptha launch after a day of fishing,M,N,unknown,
1905,Unprovoked,philippines,Bathing,M,N,unknown,
1905,Unprovoked,usa,Wading,M,Y,unknown,
1905,Invalid,italy,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1905,Unprovoked,indonesia,Jumped or fell overboard,M,Y,unknown,
1905,Unprovoked,usa,Fishing,M,Y,unknown,
1905,Unprovoked,usa,Swimming,M,N,unknown,
1905,Unprovoked,south africa,Swimming,M,Y,unknown,
1905,Unprovoked,australia,Bathing,M,N, shark,
1905,Invalid,australia,Bathing,Unknown,Unknown,questionable,
1905,Invalid,australia,Bathing,M,Unknown,questionable,
1905,Invalid,australia,Bathing,M,Unknown,invalid,
1905,Boat,usa,Harpooning turtles,Unknown,N, shark,
1904,Unprovoked,philippines,Bathing alongside US Naval ship,M,N,unknown,
1904,Unprovoked,indian ocean,Fell overboard,M,Y,unknown,
1904,Unprovoked,cuba,Lost his footing & fell overboard,M,Y,unknown,
1904,Unprovoked,cuba,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,Y,unknown,
1904,Unprovoked,usa,Sailing,M,N,unknown,
1904,Unprovoked,usa,Swimming,M,Y,unknown,
1904,Unprovoked,italy,Swimming,M,Y,unknown,
1904,Unprovoked,australia,Swimming after his hat,M,Y,unknown,
1904,Unprovoked,new zealand,Swimming,M,Y,unknown,
1904,Unprovoked,new caledonia,Bathing,M,Y,unknown,
1904,Unprovoked,reunion island,Swimming,M,Y,unknown,
1904,Invalid,usa,Diving on a wreck,M,Unknown,questionable,
1904,Unprovoked,philippines,Bathing,M,N,unknown,
1904,Unprovoked,usa,Swimming,M,Y,unknown,
1903,Unprovoked,cuba,Fell overboard,M,Y,unknown,
1903,Unprovoked,usa,Fishing,M,N, shark,
1903,Unprovoked,falkland islands,"Swimming, after falling overboard",M,N,unknown,
1903,Unprovoked,australia,Swimming,M,Y,unknown,
1903,Unprovoked,mexico,Bathing,M,Y,unknown,
1903,Unprovoked,australia,Suicide,M,Y,unknown,
1903,Unprovoked,australia,Swimming,M,Y,unknown,
1903,Unprovoked,australia,Unknown,M,Y,bull shark,bull shark
1903,Unprovoked,crete,Sponge diving,M,Y,unknown,
1903,Unprovoked,usa,Fishing,M,Y,unknown,
1902,Unprovoked,nicaragua,Swimming,M,Y,unknown,
1902,Unprovoked,australia,Swimming,M,Y,unknown,
1902,Unprovoked,usa,Fishing,M,N,unknown,
1902,Unprovoked,italy,Swimming,M,Y,unknown,
1902,Boat,croatia,Fishing,M,N,unknown,
1902,Unprovoked,usa,Catching crabs,M,Y,unknown,
1902,Provoked,italy,Fishing,M,N,unknown,
1902,Provoked,usa,Swimming,M,N,unknown,
1902,Unprovoked,philippines,Unknown,M,N,unknown,
1902,Unprovoked,egypt,Sponge diving,M,N,unknown,
1902,Invalid,south africa,Swimming,M,Unknown,questionable,
1902,Provoked,new zealand,Standing on ship deck,M,N,unknown,
1902,Unprovoked,australia,Dangling feet in the water,M,Y,unknown,
1902,Invalid,south africa,Unknown,M,Unknown,questionable,
1902,Unprovoked,australia,Swimming,M,N,unknown,
1901,Unprovoked,australia,Bathing,M,N,unknown,
1901,Unprovoked,philippines,Taking catch from a fish weir in which the shark was snared,M,N,unknown,
1901,Unprovoked,cyprus,Swimming,M,Y,m shark,
1901,Unprovoked,south africa,Swimming,M,Y,white shark,white shark
1901,Invalid,italy,Swimming,M,Unknown,questionable,
1901,Invalid,yemen,Diving around anchored liner,M,Unknown,questionable,
1901,Unprovoked,philippines,Swimming,M,N,unknown,
1901,Unprovoked,australia,Bathing,M,Y,unknown,
1901,Unprovoked,usa,Bathing,M,N,unknown,
1900,Unprovoked,australia,Bathing,M,Y,unknown,
1900,Unprovoked,south africa,Swimming,M,Y,unknown,
1900,Invalid,south africa,Swimming,M,Unknown,questionable,
1900,Unprovoked,australia,Swimming,M,N,unknown,
1900,Unprovoked,usa,Diving,M,Unknown, ,
1900,Unprovoked,usa,Floating,M,N,unknown,
1900,Unprovoked,usa,Bathing,M,N,unknown,
1900,Unprovoked,croatia,Swimming,M,Y,unknown,
1900,Invalid,usa,Hunting seashells,M,Unknown,questionable,
1900,Provoked,usa, ,Unknown,N,unknown,
1900,Unprovoked,australia,"Standing, gathering oysters",M,N,unknown,
1900,Unprovoked,usa,Unknown,M,N,unknown,
1900,Unprovoked,south africa,Swimming,M,N,unknown,
1899,Unprovoked,australia,Fell into the water,M,N,unknown,
1899,Sea Disaster,philippines,Sea Disaster,Unknown,Y,unknown,
1899,Boat,australia,Fishing for squid,Unknown,N, shark,
1899,Unprovoked,libya,Diving,M,N,unknown,
1899,Unprovoked,libya,Sponge diving,M,Y,unknown,
1899,Unprovoked,mexico,Swimming,M,Y,unknown,
1899,Provoked,usa,Hunting sharks,M,Y,basking shark,
1899,Unprovoked,usa,Swimming,M,Y,m [] shark,
1899,Unprovoked,egypt,Floating on his back,M,N,unknown,
1899,Unprovoked,egypt,Bathing,M,N,unknown,
1899,Unprovoked,egypt,Bathing,M,N,unknown,
1899,Unprovoked,bahamas,Fell overboard ,M,Y,unknown,
1899,Provoked,italy,Fishing,M,N,kg shark,
1899,Invalid,new zealand,Attempting to land a boat from the Hinemoa,M,Unknown,shark involvement not confirmed,
1899,Invalid,philippines,Swimming,M,Unknown,shark involvement not confirmed,
1899,Unprovoked,italy,Bathing,M,Y,unknown,
1899,Invalid,australia,Bathing,F,Unknown,questionable,
1899,Unprovoked,south africa,Dangling feet in the water,M,N,unknown,
1899,Boat,usa,Rowing,M,N,unknown,
1899,Unprovoked,usa,Hunting crayfish,M,N,m [] shark,
1898,Unprovoked,australia,Fell oveboard,M,Y,unknown,
1898,Unprovoked,usa,Jumped overboard,M,Y,unknown,
1898,Unprovoked,unknown,Diving,M,N,unknown,
1898,Unprovoked,unknown,Diving,M,N,unknown,
1898,Unprovoked,west indies,Fell overboard,M,Y,unknown,
1898,Unprovoked,usa,Swimming,M,N,unknown,
1898,Invalid,australia,Swimming after their boat capsized,M,Unknown,questionable,
1898,Unprovoked,yemen,Swimming at side of small boat,M,Y,unknown,
1898,Unprovoked,yemen,Standing,M,Y,unknown,
1898,Unprovoked,cuba,Swimming,M,Y,unknown,
1898,Unprovoked,new caledonia,boat from City of Naples capsized,M,Y,unknown,
1898,Sea Disaster,fiji,The cutter Francis Adams foundered,M,N,unknown,
1898,Unprovoked,sri lanka,Swimming,M,Y,unknown,
1898,Invalid,crete,Sponge divers,M,Unknown,questionable,
1898,Unprovoked,usa,Fishing (Seining),M,N,white shark,white shark
1898,Unprovoked,cuba,13 men in the water after sailboat capsized & sank,M,Y,unknown,
1898,Unprovoked,jamaica,Trailing hand in the water,F,N,unknown,
1898,Unprovoked,cuba,Attempting to escape by swimming to shore,M,Y,unknown,
1898,Unprovoked,usa,Unknown,M,N,unknown,
1898,Unprovoked,yemen,Diving for coins,M,Y,unknown,
1898,Sea Disaster,usa,Loss of the schooner Nomad,M,Y,unknown,
1897,Provoked,usa,Angling,M,N,unknown,
1897,Invalid,mexico,Diving,M,Unknown,questionable,
1897,Unprovoked,marshall islands,Fishing,Unknown,Y,sharks,
1897,Provoked,usa,Fishing,M,N, shark,
1897,Unprovoked,usa,Standing,M,N,unknown,
1897,Unprovoked,south africa,Wading after stray fish from seine netters catch,M,Y,unknown,
1897,Sea Disaster,yemen,Wreck of the steamship Sultan of Bombay,Unknown,Y,unknown,
1897,Unprovoked,unknown,Swimming,M,Y,unknown,
1897,Unprovoked,usa,Fishing,M,Y,unknown,
1897,Unprovoked,new zealand,Unknown,M,N,unknown,
1897,Unprovoked,egypt,Unknown,Unknown,Unknown,unknown,
1896,Boat,australia,Fishing,M,N, to  shark,
1896,Unprovoked,new zealand,Bathing,M,Y,unknown,
1896,Unprovoked,new zealand,Unknown,M,Y,unknown,
1896,Unprovoked,australia,Swimming,M,Y,unknown,
1896,Unprovoked,australia,Boat swamped,M,Y,unknown,
1896,Unprovoked,sri lanka,Diving,M,N,unknown,
1896,Unprovoked,usa,Fishing,M,Y,unknown,
1896,Unprovoked,usa,Bathing,M,N,unknown,
1896,Unprovoked,australia,Bathing,M,Y,unknown,
1896,Unprovoked,usa,"Swimming ashore from a ""filibuster""",M,Y,unknown,
1896,Unprovoked,haiti,Wading,M,N,unknown,
1895,Unprovoked,australia,Bathing,M,Y,unknown,
1895,Unprovoked,barbados,Diving for coins,M,N,unknown,
1895,Unprovoked,australia,Fishing,M,Y,unknown,
