year,type,country,activity,sex,fatal,species,especies
2007,Unprovoked,usa,Floating,M,N,tiger shark,tiger shark
2007,Unprovoked,australia,Surf-skiing,F,N,"white shark,  ",white shark
2007,Unprovoked,australia,Spearfishing,M,N,bronze whaler shark,
2007,Unprovoked,usa,Surfing,M,N, to  shark,
2007,Unprovoked,usa,Surfing,M,N,"blacktip shark, ",blacktip shark
2007,Unprovoked,usa,Surfing,M,N,unknown,
2007,Sea Disaster,philippines,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,Y,unknown,
2007,Unprovoked,new caledonia,Swimming,F,Y,tiger shark,tiger shark
2007,Unprovoked,bahamas,Spearfishing,F,N,caribbean reef shark,reef shark
2007,Unprovoked,usa,Surfing,F,N,white shark,white shark
2007,Unprovoked,egypt,Swimming,F,N,oceanic whitetip sharks were in the vicinity,
2007,Invalid,usa,Scuba diving,F,Unknown,shark involvement prior to death was not confirmed,
2007,Unprovoked,usa,Surfing,F,N, shark,
2007,Unprovoked,usa,Surfing,M,N, shark,
2007,Unprovoked,solomon islands,Spearfishing,M,N,gray reef shark,reef shark
2007,Unprovoked,usa,Wading?,M,N,unknown,
2007,Unprovoked,usa,Surfing,F,N, shark?,
2007,Unprovoked,usa,Snorkeling,M,N,"nurse shark,  to  ",nurse shark
2007,Unprovoked,usa,Wading,F,N,unknown,
2007,Unprovoked,usa,Wading,F,N,unknown,
2007,Unprovoked,usa,Standing,M,N,unknown,
2007,Unprovoked,usa,Jumping,F,N, to  shark,
2007,Unprovoked,usa,Swimming,M,N,possibly a spinner shark,
2007,Unprovoked,usa,Body boarding,M,N,"tiger shark,  to  ",tiger shark
2007,Unprovoked,usa,Surfing,M,N,"white shark, ",white shark
2007,Unprovoked,usa,Surfing,M,N, shark,
2007,Unprovoked,usa,Surfing,M,N, shark,
2007,Provoked,usa,Diving,M,N,sand shark,
2007,Provoked,usa,Fishing,M,N,sandtiger shark,
2007,Unprovoked,usa,Swimming,M,N,unknown,
2007,Unprovoked,usa,Surfing,M,N, to  shark,
2007,Unprovoked,usa,Playing,M,N,unknown,
2007,Unprovoked,usa,Floating near boat & observing bioluminesce,M,N,possibly a  bull shark,bull shark
2007,Unprovoked,usa,Swimming,F,N, ,
2007,Unprovoked,usa,Walking out of the water after surfing,M,N,unknown,
2007,Unprovoked,usa,Swimming,M,N,unknown,
2007,Unprovoked,usa,Boogie Boarding,M,N,unknown,
2007,Unprovoked,usa,Jumped into the water,F,N,possibly a  bull shark,bull shark
2007,Unprovoked,usa,Surfing,M,N,unknown,
2007,Unprovoked,usa,Surfing,M,N,unknown,
2007,Unprovoked,usa,Surf paddling,M,N,"white shark,  ",white shark
2007,Boat,usa,Kayak Fishing,M,N,white shark,white shark
2007,Unprovoked,usa,Snorkeling,M,N, ,
2007,Unprovoked,australia,Wading,M,N,"bronze whaler shark, m ",
2007,Unprovoked,usa,Swimming,M,N, to  shark,
2007,Provoked,norway,Scuba diving,M,N," small spotted catshark, scyliorhinus canicula",
2007,Invalid,usa,Swimming,F,Unknown,shark involvement not confirmed,
2007,Unprovoked,usa,Wading,F,N, shark,
2007,Unprovoked,bahamas,Spearfishing,F,N,"bull shark,  ",bull shark
2007,Unprovoked,usa,Surfing,M,N,unknown,
2007,Unprovoked,reunion,Body boarding,M,N,m shark,
2007,Invalid,senegal,Murder,Unknown,Unknown,questionable incident,
2007,Provoked,usa,Removing hook from shark,M,N,"lemon shark,  female ",lemon shark
2007,Unprovoked,usa,Swimming,F,N,unknown,
2007,Unprovoked,usa,Surfing,M,N, shark,
2007,Unprovoked,usa,Surfing,M,N,tiger shark,tiger shark
2007,Invalid,usa,Surfing,F,Unknown,shark involvement not confirmed,
2007,Unprovoked,usa,Swimming,F,N, to  shark,
2007,Unprovoked,australia,Surfing,M,N,unknown,
2007,Unprovoked,usa,Wading,F,N,unknown,
2007,Provoked,usa,Reviving a sedated shark,F,N,a year-old pound pregnant blacktip reef shark,reef shark
2007,Provoked,england,Fishing,M,N,"lesser spotted dogfish, scyliorhinus canicula, less than cm in length",
2007,Unprovoked,australia,Wading,F,N,m shark,
2007,Unprovoked,australia,Surfing,M,N, shark,
2007,Unprovoked,usa,Surfing,F,N, to  shark,
2007,Unprovoked,seychelles,Snorkeling,M,N,"white shark,  ",white shark
2007,Invalid,australia,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
2007,Unprovoked,usa,Snorkeling,F,N,"tiger shark,  ",tiger shark
2007,Unprovoked,usa,Swimming,M,N, to  shark,
2007,Sea Disaster,turks & caicos,Sea Disaster,Unknown,Y,unknown,
2007,Provoked,bahamas,Shark tagging,F,N,"lemon shark, >m ",lemon shark
2007,Unprovoked,australia,Swimming / jumping off a jetty,F,N,"""a small shark""",
2007,Unprovoked,usa,Body boarding,M,N,blacktip or spinner shark,
2007,Unprovoked,usa,Surfing,M,N, to  shark,
2007,Boat,usa,Fishing,Unknown,N,"bull shark,  ",bull shark
2007,Unprovoked,new caledonia,Surfing,M,N,tiger shark,tiger shark
2007,Unprovoked,usa,Playing on a sandbar,M,N,unknown,
2007,Unprovoked,usa,Surfing,M,N, shark,
2007,Unprovoked,usa,Unknown,M,N,unknown,
2007,Unprovoked,yemen,Murder,Unknown,Y,unknown,
2007,Unprovoked,usa,Surfing,M,N, to  shark,
2007,Unprovoked,australia,Surfing,F,N,m shark,
2007,Provoked,usa,Shark fishing,M,N, shark,
2007,Unprovoked,australia,Swimming,F,N,to m shark,
2007,Unprovoked,usa,Surfing,M,N,unknown,
2007,Provoked,new zealand,Spearfishing,M,N,tiger shark,tiger shark
2007,Invalid,costa rica,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
2007,Unprovoked,australia,Boogie Boarding,M,N,unknown,
2007,Unprovoked,new caledonia,Spearfishing,M,N,unknown,
2007,Unprovoked,new caledonia,Spearfishing (free diving),M,N,tiger shark,tiger shark
2007,Boat,usa,Shrimping,Unknown,N, shark,
2007,Unprovoked,australia,Diving,M,N,"white shark, ",white shark
2007,Invalid,australia,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
2007,Unprovoked,south africa,Swimming / Body Surfing,M,Y,tiger shark,tiger shark
2007,Unprovoked,australia,Surfing,M,N,m shark,
2007,Invalid,usa,Surfing,M,Unknown, to  shark,
2007,Unprovoked,usa,Surfing,M,N," to  shark, possibly a tiger shark",tiger shark
2006,Unprovoked,australia,Surfing,M,N,to m shark,
2006,Unprovoked,new zealand,Surfing,M,N,to m shark,
2006,Unprovoked,usa,Surfing,M,N,"white shark,  to  ",white shark
2006,Provoked,south africa,Fishing,M,N,"raggedtooth shark, kg",raggedtooth shark
2006,Unprovoked,australia,Body boarding,M,N,"white shark,  ",white shark
2006,Sea Disaster,philippines,Sea Disaster,Unknown,Y,unknown,
2006,Unprovoked,usa,Swimming,M,N,m to m shark,
2006,Provoked,south africa,Canoeing,M,N,"bull shark,  ",bull shark
2006,Unprovoked,usa,Surfing,M,N,"white shark,  ",white shark
2006,Unprovoked,usa,Fishing,M,N,unknown,
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Unprovoked,usa,Surfing,M,N, to  shark,
2006,Unprovoked,usa,Playing soccer in the water,M,N, to  shark,
2006,Unprovoked,bahamas,Free diving / modeling,F,N,unknown,
2006,Unprovoked,gulf of aden,Murder,Unknown,Y,unknown,
2006,Invalid,south africa,Spearfishing,M,Unknown,invalid,
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Provoked,usa,Diving / Kissing the shark,M,N,nurse shark,nurse shark
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Unprovoked,usa,Swimming,M,N,spinner shark,
2006,Unprovoked,usa,Surfing,M,N, shark,
2006,Invalid,australia,Diving,M,Unknown,no shark involvement,
2006,Unprovoked,brazil,Unknown,M,Y,unknown,
2006,Unprovoked,usa,Standing,M,N, shark,
2006,Unprovoked,usa,Swimming,M,N,unknown,
2006,Unprovoked,south africa,Surfing,M,N,"white shark,  ",white shark
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Unprovoked,australia,Surfing,M,N,"bronze whaler shark, ",
2006,Unprovoked,reunion,Body boarding,M,N,unknown,
2006,Invalid,brazil,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
2006,Invalid,belize,Spearfishing,M,Unknown,shark involvement prior to death was not confirmed,
2006,Sea Disaster,italy,Sea Disaster,M,Y,unknown,
2006,Unprovoked,reunion,Surfing,M,Y,unknown,
2006,Unprovoked,south africa,Surfing,M,N,m shark,
2006,Unprovoked,south africa,Lifesaving drill,M,N,white shark,white shark
2006,Unprovoked,usa,Wading,F,N,unknown,
2006,Unprovoked,reunion,Spearfishing,M,N,"bull shark,  ",bull shark
2006,Provoked,usa,Touching sharks,Unknown,N,small catsharks,
2006,Unprovoked,usa,Surfing,M,N,white shark?,white shark
2006,Invalid,usa,Boogie Boarding,M,N,"thought to involve a mako shark, but possibly a sea lion",mako shark
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Unprovoked,south africa,Surf-skiing,M,N,"white shark,  to ",white shark
2006,Unprovoked,usa,Surfing,M,N, ,
2006,Unprovoked,usa,Surf fishing,M,N,"bull shark,  to  ",bull shark
2006,Invalid,australia,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
2006,Unprovoked,usa,Standing,M,N,"angel shark,  ",
2006,Invalid,spain,Swimming,F,Unknown,"shark involvement not confirmed, injury may have been caused by a bluefish",
2006,Unprovoked,usa,Swimming,F,N,unknown,
2006,Unprovoked,brazil,Unknown,M,Y,bull or tiger shark,tiger shark
2006,Unprovoked,usa,Wading,M,N,unknown,
2006,Unprovoked,usa,Walking,M,N,unknown,
2006,Unprovoked,usa,Body boarding,F,N, to  spinner or bull shark,bull shark
2006,Unprovoked,usa,Swimming,M,N,unknown,
2006,Unprovoked,usa,Spearfishing,F,N,"m blacktip ""reef"" shark",
2006,Unprovoked,usa,Spearfishing,M,N,"m blacktip ""reef"" shark",
2006,Unprovoked,usa,Body boarding,F,N,unknown,
2006,Provoked,usa,Fishing,M,N,unknown,
2006,Unprovoked,bahamas,Spearfishing,M,N,unknown,
2006,Unprovoked,usa,Surfing,F,N,possibly a  to  blacktip or spinner shark,
2006,Unprovoked,brazil,Body boarding,M,Y,unknown,
2006,Unprovoked,usa,Scuba diving,M,N,unknown,
2006,Unprovoked,usa,Surfing,M,N, to  shark,
2006,Unprovoked,usa,Playing,F,N, to  shark,
2006,Unprovoked,australia,Surfing,M,N, white shark,white shark
2006,Unprovoked,usa,Spearfishing,M,N,"tiger shark,  to ",tiger shark
2006,Provoked,usa,Tagging sharks,Unknown,N,"tiger shark,  female",tiger shark
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Provoked,usa,Spearfishing,M,N,"grey reef shark,  to  ",reef shark
2006,Unprovoked,brazil,Surfing,M,N,unknown,
2006,Unprovoked,usa,Scuba diving,F,N,"tiger shark,  to ",tiger shark
2006,Unprovoked,usa,Unknown,M,N,unknown,
2006,Unprovoked,usa,Swimming,F,N,unknown,
2006,Provoked,australia,Snorkeling,M,N,"wobbegong shark, m ",wobbegong shark
2006,Invalid,usa,Unknown,M,Unknown,invalid,
2006,Unprovoked,usa,Surfing,M,N,unknown,
2006,Unprovoked,usa,Standing,F,N,unknown,
2006,Provoked,usa,Fishing,M,N,"bull shark,  to bull shark",bull shark
2006,Unprovoked,australia,Surfing,M,N,"bronze whaler shark, a  juvenile ",
2006,Unprovoked,south africa,Body boarding,M,N,"raggedtooth shark, m to m ",raggedtooth shark
2006,Unprovoked,brazil,Swimming,M,N,tiger shark,tiger shark
2006,Unprovoked,usa,Wading,M,N,unknown,
2006,Unprovoked,sierra leone,Fishing,M,Y,"m, kg shark",
2006,Unprovoked,usa,Surfing,F,N,"tiger shark,   ",tiger shark
2006,Invalid,south africa,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
2006,Unprovoked,fiji,Surfing,M,N,"tiger shark,  ",tiger shark
2006,Unprovoked,australia,Surfing,M,N,"bronze whaler shark, m",
2006,Unprovoked,usa,Standing,F,N, to  shark,
2006,Invalid,usa,Free diving,M,Unknown,invalid,
2006,Unprovoked,australia,Wading,M,N,unknown,
2006,Unprovoked,australia,Swimming,M,N,unknown,
2006,Boat,australia,Fishing,M,N,m white shark,white shark
2006,Unprovoked,south africa,Surfing,M,N,raggedtooth shark,raggedtooth shark
2006,Unprovoked,tonga,Swimming,F,Y,tiger shark,tiger shark
2006,Boat,usa,Kayaking,M,N, to  shark,
2006,Boat,atlantic ocean,Competing in the Woodvale Atlantic Rowing Race,M,N, shark,
2006,Unprovoked,south africa,Spearfishing,M,N,unknown,
2006,Boat,atlantic ocean,Competing in the Woodvale Atlantic Rowing Race,F,N,unknown,
2006,Unprovoked,usa,Night Surfing,M,N,unknown,
2006,Unprovoked,australia,Scuba diving,M,N,m white shark,white shark
2006,Invalid,bahamas,Diving for lobsters,M,Unknown,invalid,
2006,Unprovoked,australia,Swimming,F,Y,bull shark,bull shark
2006,Unprovoked,usa,Surfing,M,N, shark,
2006,Unprovoked,south africa,Diving for crayfish,M,N,said to involve a m shark,
2005,Unprovoked,usa,Surfing,M,N,white shark,white shark
2005,Unprovoked,usa,Swimming,M,N,tiger shark,tiger shark
2005,Boat,atlantic ocean,Competing in the Woodvale Atlantic Rowing Race,Unknown,N,m shark,
2005,Unprovoked,australia,Spearfishing,M,N,whitetip reef shark,reef shark
2005,Boat,australia,Fishing,Unknown,N,m white shark,white shark
2005,Unprovoked,usa,Surfing,M,N,unknown,
2005,Unprovoked,usa,Surfing,M,N, shark,
2005,Boat,australia,Fishing,Unknown,N,m white shark,white shark
2005,Unprovoked,australia,Surfing,M,N,m shark,
2005,Unprovoked,south africa,Surfing,M,N,unknown,
2005,Unprovoked,new caledonia,Spearfishing,Unknown,N,unknown,
2005,Unprovoked,usa,Surfing,M,N, shark,
2005,Unprovoked,usa,Surfing,M,N,unknown,
2005,Boat,new caledonia,Unknown,Unknown,N,m white shark,white shark
2005,Provoked,south africa,Fishing for sharks,M,N,"raggedtooth shark,  ",raggedtooth shark
2005,Unprovoked,usa,Surfing,M,N, shark,
2005,Unprovoked,usa,Surfing,M,N,unknown,
2005,Unprovoked,usa,Surfing,M,N, to  white shark,white shark
2005,Unprovoked,usa,Wading,M,N, to  shark,
2005,Unprovoked,st. maartin,Standing,M,N, shark,
2005,Unprovoked,south africa,Standing / Surfing,M,N,m shark,
2005,Unprovoked,usa,Surfing,M,N,white shark,white shark
2005,Unprovoked,usa,Surfing,F,N, white shark,white shark
2005,Provoked,usa,Wading,M,N,unknown,
2005,Unprovoked,usa,Surfing,M,N,"tiger shark, less than ",tiger shark
2005,Unprovoked,grand cayman,Scuba diving,F,N,caribbean reef sharks,
2005,Unprovoked,usa,Treading water/ Surfing,M,N,unknown,
2005,Unprovoked,bahamas,Diving,M,N,unknown,
2005,Unprovoked,south africa,Surf-skiing,M,N,white shark,white shark
2005,Unprovoked,australia,Surfing,M,N,"tiger shark, m ",tiger shark
2005,Unprovoked,australia,Surfing,M,N, to  white shark,white shark
2005,Unprovoked,australia,Surfing,M,N,bronze whaler shark,
2005,Invalid,usa,Surfing,M,Unknown,shark involvement not confirmed,
2005,Unprovoked,usa,Body surfing,F,N, to  shark,
2005,Unprovoked,usa,Surfing,M,Y,unknown,
2005,Unprovoked,australia,Standing,M,N,unknown,
2005,Unprovoked,usa,Wading,F,N,bull shark,bull shark
2005,Unprovoked,australia,Surfing,M,N,m [] white shark,white shark
2005,Unprovoked,usa,Standing / Surfing,M,N,unknown,
2005,Provoked,thailand,Removing shark from net,M,Y,"m [] shark, kg shark t",
2005,Unprovoked,australia,Scuba diving,M,Y,white shark,white shark
2005,Unprovoked,usa,Surfing,M,N,juvenile white shark,white shark
2005,Invalid,usa,"Boogie boarding, kicked at object in the water",M,Unknown,shark involvement not confirmed,
2005,Unprovoked,usa,Swimming,M,N,possibly a sandbar shark or small blacktip shark,blacktip shark
2005,Unprovoked,usa,Walking,M,N,unknown,
2005,Invalid,south africa,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
2005,Unprovoked,usa,Surfing,M,N,m [] shark,
2005,Unprovoked,usa,Swimming,M,N,unknown,
2005,Invalid,seychelles,Fishing,M,Unknown,invalid,
2005,Unprovoked,usa,Wading,F,N,unknown,
2005,Unprovoked,usa,Surfing,M,N,unknown,
2005,Invalid,usa,Surfing,M,Unknown,shark involvement not confirmed,
2005,Invalid,liberia,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
2005,Provoked,china,Scuba diving in aquarium tank,M,N,m []shark,
2005,Invalid,australia,Unknown,Unknown,Unknown,no shark involvement,
2005,Unprovoked,usa,Swimming,M,N,[ to ] shark,
2005,Unprovoked,usa,Holding onto an inflatable boat,F,N,[ to ],
2005,Unprovoked,usa,Standing,M,N,unknown,
2005,Unprovoked,usa,Fishing,M,N,bull shark,bull shark
2005,Unprovoked,usa,Swimming with boogie board,F,Y,m [] bull shark,bull shark
2005,Unprovoked,vanuatu,Swimming,F,Y,"on anglers from new zealand caught a m [], kg [lb] shark at the same spot. it was believed this was the same shark that killed alysha",
2005,Unprovoked,mexico,Surfing,M,N,unknown,
2005,Invalid,usa,Swimming,M,Unknown,invalid,
2005,Unprovoked,usa,Swimming,M,N,"unknown, but it was reported that a shark tooth was recovered from the wound",
2005,Unprovoked,south korea,Diving,F,N,m [] white shark,white shark
2005,Unprovoked,usa,Boogie boarding,F,N,unknown,
2005,Invalid,usa,Surfing,M,Unknown,"mr. burgess of isaf announced the injury was the bite of a m [],  to year old white shark. subsequent investigation revealed there was  no shark involvement in this incident",white shark
2005,Unprovoked,south africa,Spearfishing (Free diving),M,Y,white shark,white shark
2005,Unprovoked,usa,Wading,M,N,unknown,
2005,Unprovoked,usa,Swimming,M,N,"""small shark""",
2005,Unprovoked,usa,Crouching in 2' of water,F,N, to  shark,
2005,Unprovoked,south africa,Surfing,M,N,raggedtooth shark,raggedtooth shark
2005,Unprovoked,australia,Spearfishing,M,N,blacktip shark,blacktip shark
2005,Boat,usa,Kayaking,Unknown,N,"tiger shark,  to  ",tiger shark
2005,Unprovoked,madagascar,Fishing,M,N,m shark,
2005,Sea Disaster,usa,Sea Disaster,M,N,unknown,
2005,Unprovoked,usa,Surfing,M,N,"tiger shark, m []",tiger shark
2005,Provoked,australia,Fishing,M,N,"mako shark, m [] ",mako shark
2005,Unprovoked,australia,Unknown,Unknown,N,unknown,
2005,Unprovoked,australia,Spearfishing,M,N,m [] copper shark,
2005,Unprovoked,australia,Surfing,M,N,bronze whaler shark,
2005,Unprovoked,usa,Wading,F,N,m [] blacktip shark,blacktip shark
2005,Invalid,usa,Surfing,M,Unknown,shark involvement not confirmed,
2005,Unprovoked,usa,Surfing,M,N,unknown,
2005,Unprovoked,usa,Unknown,F,N,small hammerhead shark,hammerhead shark
2005,Invalid,honduras,SCUBA Diving,F,Unknown,shark involvement not confirmed,
2005,Unprovoked,south africa,Surfing,M,N,m [] shark,
2005,Unprovoked,australia,Surfing,M,N,unknown,
2005,Unprovoked,venezuela,Surfing,M,N,unknown,
2005,Unprovoked,australia,Snorkeling,M,Y,m [] white shark,white shark
2005,Provoked,usa,Diving in aquarium display tank,M,N,"sandtiger shark, m [] ",
2005,Invalid,south africa,Unknown,M,Unknown,invalid,
2005,Provoked,new zealand,Fishing,M,N,"bronze whaler shark, m [] ",
2005,Unprovoked,solomon islands,Diving,M,N,unknown,
2005,Unprovoked,australia,Swimming,M,N,bull shark,bull shark
2005,Provoked,usa,Spearfishing,M,N,"nurse shark,  ",nurse shark
2005,Unprovoked,usa,Surfing,M,N,"tiger shark, m []",tiger shark
2005,Unprovoked,usa,Spearfishing,M,N,m [] caribbean reef shark,reef shark
2005,Unprovoked,brazil,Surfing,M,N,unknown,
2005,Unprovoked,cuba,Swimming,M,N,m [] shark,
2005,Provoked,australia,Spearfishing,M,N,m shark,
2005,Provoked,australia,Attempting to drive shark away from sailing regatta,Unknown,N,"bronze whaler shark, m to m [ to ]  ",
2005,Boat,new zealand,Fishing from a kayak,M,N,white shark,white shark
2004,Invalid,sri lanka,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",F,Unknown,no shark involvement,
2004,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),M,Y,m & m white shark ,white shark
2004,Unprovoked,australia,Spearfishing,M,Y,bull shark,bull shark
2004,Unprovoked,south africa,Surfing,M,N,raggedtooth shark,raggedtooth shark
2004,Unprovoked,south africa,Playing,M,N,raggedtooth shark,raggedtooth shark
2004,Unprovoked,south africa,Swimming,F,Y,m [] white shark,white shark
2004,Unprovoked,usa,Surfing,Unknown,N,m [] white shark,white shark
2004,Unprovoked,vanuatu,Snorkeling,M,N,unknown,
2004,Unprovoked,new caledonia,Diving,Unknown,N,m shark,
2004,Unprovoked,cuba,Diving,M,N,m [] bull shark,bull shark
2004,Invalid,new zealand,Unknown,Unknown,Unknown,invalid,
2004,Unprovoked,south africa,Chumming for white sharks,M,N,m [] white shark,white shark
2004,Unprovoked,australia,Surfing,M,N,"bronze whaler shark, m [] ",
2004,Unprovoked,usa,Surfing,M,N,m to m [ to ] white shark,white shark
2004,Unprovoked,usa,Spearfishing,M,N,"tiger shark, m to m [ to ] ",tiger shark
2004,Unprovoked,south africa,Surfing,M,N,"raggedtooth shark, to m [ to ]",raggedtooth shark
2004,Unprovoked,reunion,Body boarding,M,N,thought to involve a m bull or tiger shark,tiger shark
2004,Unprovoked,usa,Surfing,M,N,unknown,
2004,Unprovoked,usa,Surfing,M,N,unknown,
2004,Boat,australia,Spearfishing/ filming,Unknown,N,"tiger shark, m [] ",tiger shark
2004,Unprovoked,usa,Surfing,M,N,white shark,white shark
2004,Invalid,usa,Surf fishing,M,Unknown,shark involvement questionable,
2004,Unprovoked,brazil,Swimming,Unknown,Y,unknown,
2004,Unprovoked,usa,Jumping,F,N,m [] shark,
2004,Unprovoked,usa,Walking,F,N,unknown,
2004,Unprovoked,brazil,Bathing,M,N,"tiger shark, m ",tiger shark
2004,Unprovoked,usa,Surfing,M,N,m to m [ to ] white shark,white shark
2004,Unprovoked,usa,Diving,M,Y,m to m [ to ] white shark,white shark
2004,Unprovoked,usa,Swimming,M,N,m [] shark,
2004,Unprovoked,australia,Spearfishing,M,N,unknown,
2004,Boat,south africa,Fishing,Unknown,N,m to m [ to ]  white shark,white shark
2004,Unprovoked,usa,Surfing,F,N,unknown,
2004,Unprovoked,russia,Diving & fishing with net,M,N,white shark,white shark
2004,Unprovoked,usa,Surfing,F,N,unknown,
2004,Unprovoked,usa,Swimming,F,N,m [] shark,
2004,Unprovoked,usa,Swimming,F,N,m to m [ to ] shark,
2004,Unprovoked,usa,Wading / fishing & carrying a bag of fish,M,N,bull shark,bull shark
2004,Boat,australia,Fishing,Unknown,N,m [] white shark,white shark
2004,Unprovoked,japan,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,N,"longfin mako shark, m [], kg [lb] ",mako shark
2004,Unprovoked,australia,Surfing,M,Y,"sharks, m & m ",
2004,Unprovoked,egypt,Snorkeling,F,N,"""black tipped"" shark",
2004,Unprovoked,usa,Wading,M,N, to  shark,
2004,Unprovoked,usa,Surfing,M,N, white shark,white shark
2004,Invalid,australia,Crayfishing,M,Unknown,invalid,
2004,Unprovoked,usa,In water with diving seabirds,F,N,unknown,
2004,Unprovoked,australia,Body boarding,M,N,"bronze whaler shark, m [] ",
2004,Unprovoked,usa,Swimming,M,N,m [] shark,
2004,Unprovoked,south africa,"Swimming, poaching perlemoen",M,Y,white shark,white shark
2004,Unprovoked,usa,Wading,M,N,m to m [ to ] shark,
2004,Unprovoked,brazil,Swimming,M,N,bull shark,bull shark
2004,Unprovoked,usa,Surfing,M,N,m to m [ to ] shark,
2004,Unprovoked,usa,Boogie-boarding / swimming,M,N,unknown,
2004,Invalid,usa,Swimming,M,Unknown,shark involvement not confirmed,
2004,Unprovoked,usa,Unknown,F,N,unknown,
2004,Unprovoked,brazil,Wading,F,N,unknown,
2004,Provoked,bahamas,Free diving & spearfishing,M,N,m [] caribbean reef shark (carcharhinus  perezi),reef shark
2004,Unprovoked,usa,Tandem surfing,M,N,"mako shark, m []",mako shark
2004,Unprovoked,brazil,Swimming,M,Y,unknown,
2004,Unprovoked,australia,Diving,M,N,"wobbegong shark, m [] k",wobbegong shark
2004,Boat,new zealand,Fishing,Unknown,N,"white shark, m []",white shark
2004,Unprovoked,tonga,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y,small sharks,
2004,Invalid,tonga,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y,questionable incident,
2004,Unprovoked,usa,Surfing,M,Y,tiger shark,tiger shark
2004,Unprovoked,south africa,Surfing,M,N,m [] white shark,white shark
2004,Invalid,usa,Surfing,F,Unknown,shark involvement prior to death was not confirmed,
2004,Unprovoked,usa,Unknown,M,N,unknown,
2004,Unprovoked,usa,Surfing,M,N,m [] bull shark,bull shark
2004,Unprovoked,brazil,Body boarding,M,N,bull shark,bull shark
2004,Unprovoked,usa,Surfing,M,N,bull shark,bull shark
2004,Unprovoked,reunion,Surfing,M,N,m shark,
2004,Unprovoked,usa,Swimming,M,N,unknown,
2004,Unprovoked,usa,Snorkeling,F,N,m [] shark,
2004,Unprovoked,new zealand,Spearfishing,M,N,bronze whaler shark,
2004,Unprovoked,usa,Surfing,M,N,"tiger shark, m to m [ to ] ",tiger shark
2004,Unprovoked,australia,Spearfishing,M,N,"bronze whaler shark, m [] ",
2004,Unprovoked,brazil,Swimming,M,Y,unknown,
2004,Unprovoked,new zealand,Surfing,M,N,m [] sevengill  shark,
2004,Unprovoked,australia,Swimming,M,N,unknown,
2004,Invalid,australia,Free diving & spearfishing,M,Unknown,shark involvement not confirmed,
2004,Unprovoked,egypt,Snorkeling,M,Y,unknown,
2004,Unprovoked,australia,Snorkeling,M,N,cm [] blind or brown shark,
2004,Unprovoked,australia,Scuba diving,M,N,m to m [ to ] white shark,white shark
2004,Unprovoked,uruguay,Surfing,M,N,possibily a  to m sandtiger shark,
2004,Invalid,new zealand,Boogie boarding,M,Unknown,shark involvement doubtful,
2004,Unprovoked,venezuela,Swimming,M,N,"bull shark, m [] was speared & killed",bull shark
2004,Unprovoked,venezuela,Spearfishing,M,N,"bull shark, kg [lb] ",bull shark
2004,Boat,south africa,Surf skiing,M,N,"mako shark, m to m [ to ] ",mako shark
2004,Unprovoked,australia,Diving,M,N,"raggedtooth shark, m [] ",raggedtooth shark
2004,Unprovoked,south africa,Surfing,M,N,raggedtooth shark,raggedtooth shark
2004,Invalid,new zealand,Kayaking (returning from spearfishing),M,Unknown,invalid,
2004,Sea Disaster,egypt,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Unknown,Y,unknown,
2004,Unprovoked,australia,Surfing,M,N,unknown,
2003,Boat,south africa,Unknown,Unknown,N,shortfin mako shark,mako shark
2003,Invalid,usa,Swimming,M,Unknown,questionable incident,
2003,Unprovoked,usa,Swimming,M,N,unknown,
2003,Unprovoked,new zealand,Swimming / shipwreck,M,Y,unknown,
2003,Unprovoked,australia,Surfing amid a shoal of sharks,M,N,unknown,
2003,Unprovoked,australia,Swimming,M,N,"wobbegong shark, m [] ",wobbegong shark
2003,Unprovoked,australia,Swimming,M,N,"wobbegong shark, m [] ",wobbegong shark
2003,Unprovoked,south africa,Spearfishing,M,Y,"tiger shark, m []  ?",tiger shark
2003,Unprovoked,usa,Surfing,F,N, shark,
2003,Unprovoked,india,Swimming or surfing,M,N,tiger shark?,tiger shark
2003,Unprovoked,usa,Surfing,M,N,unknown,
